price;title;link
219;Ventilador de teto Ventisol Fênix branco com 3 pás de  plástico, 96 cm de diâmetro 127 V;https://www.mercadolivre.com.br/ventilador-de-teto-ventisol-fnix-branco-com-3-pas-de-plastico-96cm-de-dimetro-127v/p/MLB6080711?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB6080711&position=9&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
23;Papel Higiênico Neutro Folha Dupla Personal 30m Leve 16 Pague 15;https://www.mercadolivre.com.br/papel-higinico-neutro-folha-dupla-personal-30m-leve-16-pague-15/p/MLB18460282?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18460282&position=10&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
2.149;"Smart TV Samsung BET-M LH43BETMLGGXZD LED Full HD 43"" 110V/220V";https://www.mercadolivre.com.br/smart-tv-samsung-bet-m-lh43betmlggxzd-led-full-hd-43-110v220v/p/MLB15911487?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15911487&position=11&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
99;Sanduicheira Mini Grill Multilaser Gourmet Preto 750w ;https://produto.mercadolivre.com.br/MLB-2677041038-sanduicheira-mini-grill-multilaser-gourmet-preto-750w-_JM?hide_psmb=true#position=35&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
394;Cadeira, booster Tutti Baby Cadeira Versati rosa;https://www.mercadolivre.com.br/cadeira-booster-tutti-baby-cadeira-versati-rosa/p/MLB18475426?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18475426&position=12&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
252;Par Farol Gol Parati Saveiro 91 92 93 94 Quadrado + Piscas;https://produto.mercadolivre.com.br/MLB-1296889449-par-farol-gol-parati-saveiro-91-92-93-94-quadrado-piscas-_JM?hide_psmb=true#position=36&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=DEAL_OF_THE_DAY
259;Câmera de segurança Intelbras iM3 com resolução de 2MP visão nocturna incluída branca;https://www.mercadolivre.com.br/cmera-de-seguranca-intelbras-im3-com-resoluco-de-2mp-viso-nocturna-incluida-branca/p/MLB18596028?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18596028&position=13&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
759;Kit 4x Airtag Apple Air Tag Rastreador Localizador Original;https://produto.mercadolivre.com.br/MLB-1991798495-kit-4x-airtag-apple-air-tag-rastreador-localizador-original-_JM?hide_psmb=true#position=37&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
7;Leite Condensado Integral Moça Nestlé Lata 395g;https://www.mercadolivre.com.br/leite-condensado-integral-moca-nestle-lata-395g/p/MLB18308913?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18308913&position=14&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
199;Pillow Top Basic Casal Trevalla 200 Fios Branco 138x188 Cm;https://produto.mercadolivre.com.br/MLB-2619185187-pillow-top-basic-casal-trevalla-200-fios-branco-138x188-cm-_JM?hide_psmb=true#position=38&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
3.549;Note Acer Aspire A515-56g-551p I5 1135g7 512gd Ssd 15.6  8gb Cinza;https://www.mercadolivre.com.br/note-acer-aspire-a515-56g-551p-i5-1135g7-512gd-ssd-156-8gb-cinza/p/MLB19898138?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19898138&position=15&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
152;Bota Botina Masculina Flex Fort - Couro ;https://produto.mercadolivre.com.br/MLB-1041638704-bota-botina-masculina-flex-fort-couro-_JM?hide_psmb=true#position=39&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
479;2 Câmera De Segurança Intelbras Im3 C  Wi-fi Full Hd 1080p;https://produto.mercadolivre.com.br/MLB-2613428002-2-cmera-de-seguranca-intelbras-im3-c-wi-fi-full-hd-1080p-_JM?hide_psmb=true#position=40&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
177;Trio Capa Cilindros+painel Veste Fácil C/elástico Sublimado;https://produto.mercadolivre.com.br/MLB-2220800687-trio-capa-cilindrospainel-veste-facil-celastico-sublimado-_JM?hide_psmb=true#position=41&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
413;Câmera web Logitech C920s Pro Full HD 30FPS cor preto;https://www.mercadolivre.com.br/cmera-web-logitech-c920s-pro-full-hd-30fps-cor-preto/p/MLB18351904?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18351904&position=16&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
69;Kit 5 Camisetas Masculinas Básicas Lisa Poliéster Premium;https://produto.mercadolivre.com.br/MLB-2611803985-kit-5-camisetas-masculinas-basicas-lisa-poliester-premium-_JM?hide_psmb=true#position=42&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
33;Colchonete 90cm X 50cm X 3 - Academia , Abdominal , Yoga;https://produto.mercadolivre.com.br/MLB-1667782192-colchonete-90cm-x-50cm-x-3-academia-abdominal-yoga-_JM?hide_psmb=true#position=43&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
1.649;"Tablet  Lenovo Tab P11 Plus TB-J616F 11"" 64GB slate grey e 4GB de memória RAM";https://www.mercadolivre.com.br/tablet-lenovo-tab-p11-plus-tb-j616f-11-64gb-slate-grey-e-4gb-de-memoria-ram/p/MLB19102877?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19102877&position=17&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=DEAL_OF_THE_DAY
67;Suplemento em pó Black Skull  Creatine Turbo creatina Creatine Turbo sabor  laranja em pote de 300g;https://www.mercadolivre.com.br/suplemento-em-po-black-skull-creatine-turbo-creatina-creatine-turbo-sabor-laranja-em-pote-de-300g/p/MLB19892239?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19892239&position=18&search_layout=grid&type=product&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
198;Macaco Hidraulico 2 Ton Jacare Sparta + Kit 40 Soquetes;https://produto.mercadolivre.com.br/MLB-1762468924-macaco-hidraulico-2-ton-jacare-sparta-kit-40-soquetes-_JM?hide_psmb=true#position=44&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
25;Ralo 10x10 Oculto Seca Piso/porcelanato Inteligente Branco;https://produto.mercadolivre.com.br/MLB-1914762498-ralo-10x10-oculto-seca-pisoporcelanato-inteligente-branco-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=DEAL_OF_THE_DAY
99;T9 Lanterna Tática Mais Forte Do Mundo Potente Sitio Fazenda;https://produto.mercadolivre.com.br/MLB-2068551247-t9-lanterna-tatica-mais-forte-do-mundo-potente-sitio-fazenda-_JM?hide_psmb=true#position=46&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
177;Kit Para Alongamentos Unha Gel Cabine Fibra Vidro Completo;https://produto.mercadolivre.com.br/MLB-2653602687-kit-para-alongamentos-unha-gel-cabine-fibra-vidro-completo-_JM?hide_psmb=true#position=47&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
1.354;Carrinho De Camping Dobrável P/ Até 80kg Transport - Nautika;https://produto.mercadolivre.com.br/MLB-2158424120-carrinho-de-camping-dobravel-p-ate-80kg-transport-nautika-_JM?hide_psmb=true#position=48&search_layout=grid&type=item&tracking_id=af113c1e-8138-4810-999e-f965c065de03&deal_print_id=92ff1dc1-2e43-4538-92a7-9cdc2a3f2ced&promotion_type=TODAY_PROMOTION
845; Babá Eletrônica Câmera De Vídeo Tela 5 Motorola Mbp-36xl;https://produto.mercadolivre.com.br/MLB-2798575374-baba-eletrnica-cmera-de-video-tela-5-motorola-mbp-36xl-_JM?hide_psmb=true#position=24&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
431;Pneu 175/70r14 Goodyear Assurance Maxlife 88t;https://produto.mercadolivre.com.br/MLB-1648540183-pneu-17570r14-goodyear-assurance-maxlife-88t-_JM?hide_psmb=true#position=25&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
592;Xiaomi Redmi 9A Dual SIM 32 GB cinza 2 GB RAM;https://www.mercadolivre.com.br/xiaomi-redmi-9a-dual-sim-32-gb-cinza-2-gb-ram/p/MLB15927746?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15927746&position=1&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
800;Roçadeira A Gasolina 63cc + Óleo Stihl 2 Tempos 500ml-8017h;https://produto.mercadolivre.com.br/MLB-1889217386-rocadeira-a-gasolina-63cc-oleo-stihl-2-tempos-500ml-8017h-_JM?hide_psmb=true#position=26&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
559;Escada de alumínio multifuncional Botafogo Lar & Lazer ESC0292;https://www.mercadolivre.com.br/escada-de-aluminio-multifuncional-botafogo-lar-lazer-esc0292/p/MLB10355853?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB10355853&position=2&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
330;Processador Stetsom Stx 2848 2 Canais 8 Saídas Caixa Bob;https://produto.mercadolivre.com.br/MLB-1828483538-processador-stetsom-stx-2848-2-canais-8-saidas-caixa-bob-_JM?hide_psmb=true#position=27&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
132;Capa De Chuva Delta Flex Com Capuz Moto Motoqueiro Ciclista;https://produto.mercadolivre.com.br/MLB-1770949843-capa-de-chuva-delta-flex-com-capuz-moto-motoqueiro-ciclista-_JM?hide_psmb=true#position=28&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
179;Câmera Ip Icsee Prova D'água Infravermelho Externa Wifi Hd 3;https://produto.mercadolivre.com.br/MLB-1782029102-cmera-ip-icsee-prova-dagua-infravermelho-externa-wifi-hd-3-_JM?hide_psmb=true#position=29&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
34;Pack Cerveja Pilsen Skol Lata 15 Unidades 269ml Cada Embalagem Econômica;https://www.mercadolivre.com.br/pack-cerveja-pilsen-skol-lata-15-unidades-269ml-cada-embalagem-econmica/p/MLB19111788?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19111788&position=3&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
770;Torneira de cozinha monocomando Lorenzetti Loren Kitchen 2266 extensível cromado;https://www.mercadolivre.com.br/torneira-de-cozinha-monocomando-lorenzetti-loren-kitchen-2266-extensivel-cromado/p/MLB9773187?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB9773187&position=4&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
2.099;"Smart TV Samsung Series 5 UN43T5300AGXZD LED Full HD 43"" 100V/240V";https://www.mercadolivre.com.br/smart-tv-samsung-series-5-un43t5300agxzd-led-full-hd-43-100v240v/p/MLB15796379?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15796379&position=5&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=DEAL_OF_THE_DAY
109;Tapete Estampado 200x150 Sala Veludo Luxuoso Aveludado;https://produto.mercadolivre.com.br/MLB-1953776425-tapete-estampado-200x150-sala-veludo-luxuoso-aveludado-_JM?hide_psmb=true#position=30&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
80;Kit Jogo De Ferramentas Manuais 200 Pçs Titanium ;https://produto.mercadolivre.com.br/MLB-1669042308-kit-jogo-de-ferramentas-manuais-200-pcs-titanium-_JM?hide_psmb=true#position=31&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
148;Fone De Ouvido Lightning Lacrado - iPhone 12 13 Pro Original;https://produto.mercadolivre.com.br/MLB-2046090185-fone-de-ouvido-lightning-lacrado-iphone-12-13-pro-original-_JM?hide_psmb=true#position=32&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
718;Smartphone Galaxy A03 Core 32gb 2gb Tela 6,5  Verde Samsung;https://produto.mercadolivre.com.br/MLB-2711219479-smartphone-galaxy-a03-core-32gb-2gb-tela-65-verde-samsung-_JM?hide_psmb=true#position=33&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
165;Panela elétrica a vapor Agratto PAI6X - 127V 60Hz;https://www.mercadolivre.com.br/panela-eletrica-a-vapor-agratto-pai6x-127v-60hz/p/MLB10829525?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB10829525&position=6&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=DEAL_OF_THE_DAY
1.759;Ar condicionado Springer Midea Xtreme Save  split inverter  frio 9000 BTU  branco 220V 42AGVCB09M5|38AGVCB09M5;https://www.mercadolivre.com.br/ar-condicionado-springer-midea-xtreme-save-split-inverter-frio-9000-btu-branco-220v-42agvcb09m538agvcb09m5/p/MLB19051631?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19051631&position=7&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
2.739;"Smart TV LG 55UQ801C0SB LCD 4K 55"" 100V/240V";https://www.mercadolivre.com.br/smart-tv-lg-55uq801c0sb-lcd-4k-55-100v240v/p/MLB19641718?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19641718&position=8&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=DEAL_OF_THE_DAY
709;Impressora Térmica Cupom Elgin Bematech I9 Full Rede E Usb;https://www.mercadolivre.com.br/impressora-termica-cupom-elgin-bematech-i9-full-rede-e-usb/p/MLB19719631?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19719631&position=9&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
169;Ventilador de mesa e parede Britânia Super Turbo BVT405 preto com 6 pás cor  cinza, 48 cm de diâmetro 127 V;https://www.mercadolivre.com.br/ventilador-de-mesa-e-parede-britnia-super-turbo-bvt405-preto-com-6-pas-cor-cinza-48cm-de-dimetro-127v/p/MLB18263410?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18263410&position=10&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
363;Kit Jogo De Ferramentas 82 Peças Com Maleta Estojo Titanium;https://produto.mercadolivre.com.br/MLB-1877210543-kit-jogo-de-ferramentas-82-pecas-com-maleta-estojo-titanium-_JM?hide_psmb=true#position=34&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
756;Disco sólido interno Western Digital WD Green SN350 WDS200T3G0C 2TB verde;https://www.mercadolivre.com.br/disco-solido-interno-western-digital-wd-green-sn350-wds200t3g0c-2tb-verde/p/MLB19713197?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19713197&position=11&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
41;Interruptor R2 Wifi Basic Automação Alexa Google Home;https://produto.mercadolivre.com.br/MLB-2053477424-interruptor-r2-wifi-basic-automaco-alexa-google-home-_JM?hide_psmb=true#position=35&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
78;Kit 3 Camisetas Térmicas Masculina Segunda Pele Camisa Uv50-;https://produto.mercadolivre.com.br/MLB-1886834300-kit-3-camisetas-termicas-masculina-segunda-pele-camisa-uv50--_JM?hide_psmb=true#position=36&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=DEAL_OF_THE_DAY
409;"Monitor Tronos TRS-HK19WY led 19"" preto 100V/240V";https://www.mercadolivre.com.br/monitor-tronos-trs-hk19wy-led-19-preto-100v240v/p/MLB18641194?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB18641194&position=12&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
1.989;Ar condicionado Consul  split inverter  frio 12000 BTU  branco 220V CBF12EB|CBG12EB;https://www.mercadolivre.com.br/ar-condicionado-consul-split-inverter-frio-12000-btu-branco-220v-cbf12ebcbg12eb/p/MLB14026783?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB14026783&position=13&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
299;Pulverizador 20l Costal Bateria Elétrico Gpe2000 Intech;https://produto.mercadolivre.com.br/MLB-1101573527-pulverizador-20l-costal-bateria-eletrico-gpe2000-intech-_JM?hide_psmb=true#position=37&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=DEAL_OF_THE_DAY
206;Armário Smart Organizador Multiuso 2 Portas Com 3 Prateleira;https://produto.mercadolivre.com.br/MLB-2762661191-armario-smart-organizador-multiuso-2-portas-com-3-prateleira-_JM?hide_psmb=true#position=38&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
159;Tapete De Sala Moderno 1,50m X 2,50m Mandacaru + Brinde;https://produto.mercadolivre.com.br/MLB-2672716554-tapete-de-sala-moderno-150m-x-250m-mandacaru-brinde-_JM?hide_psmb=true#position=39&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=DEAL_OF_THE_DAY
2.099;Smart Tv LG Led 43 Fhd Hdmi Usb Bluetooth Wi-fi Thinq Ai;https://produto.mercadolivre.com.br/MLB-1722666082-smart-tv-lg-led-43-fhd-hdmi-usb-bluetooth-wi-fi-thinq-ai-_JM?hide_psmb=true#position=40&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
139;Torneira Banheiro Luxo Quadrada ¼ De Volta;https://produto.mercadolivre.com.br/MLB-1797246932-torneira-banheiro-luxo-quadrada-de-volta-_JM?hide_psmb=true#position=41&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
839;"Monitor gamer LG 24MK430H led 23.8"" preto 100V/240V";https://www.mercadolivre.com.br/monitor-gamer-lg-24mk430h-led-238-preto-100v240v/p/MLB15123398?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB15123398&position=14&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
339;Panela De Pressão Elétrica Pratic Cook Pe-47-3l-i Mondial;https://produto.mercadolivre.com.br/MLB-1658932500-panela-de-presso-eletrica-pratic-cook-pe-47-3l-i-mondial-_JM?hide_psmb=true#position=42&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
390;Kit Violão Acústico Iniciante Vogga Vca104n + Capa;https://produto.mercadolivre.com.br/MLB-1365341820-kit-violo-acustico-iniciante-vogga-vca104n-capa-_JM?hide_psmb=true#position=43&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
1.430;Kit Suspensão Rosca Slim C/torre Gol G1 G2 G3 G4;https://produto.mercadolivre.com.br/MLB-2988603509-kit-suspenso-rosca-slim-ctorre-gol-g1-g2-g3-g4-_JM?hide_psmb=true#position=44&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
37;Sabão líquido Omo Lavagem Perfeita galão 3 L;https://www.mercadolivre.com.br/sabo-liquido-omo-lavagem-perfeita-galo-3-l/p/MLB17001015?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB17001015&position=15&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
54;Suplemento Em Pó Max Titanium Super Whey Refil Proteínas Sabor Chocolate De 900ml;https://www.mercadolivre.com.br/suplemento-em-po-max-titanium-super-whey-refil-proteinas-sabor-chocolate-de-900ml/p/MLB19549587?pdp_filters=deal:MLB779362-1&hide_psmb=true#searchVariation=MLB19549587&position=16&search_layout=grid&type=product&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
99;Microsoft Office 365 Personal 1 Usuário (box) Qq2-01386;https://produto.mercadolivre.com.br/MLB-2663207668-microsoft-office-365-personal-1-usuario-box-qq2-01386-_JM?hide_psmb=true#position=45&search_layout=grid&type=item&tracking_id=087c3de1-6481-4663-9633-2bdcccb288ad&deal_print_id=75b31f0a-bb7c-4e84-93ac-d7cfd2858bec&promotion_type=TODAY_PROMOTION
